product_id,warehouse_id,avg_daily_demand,projected_daily_demand
P0030,W006,23.0,18.860000000000003
P0060,W004,51.16666666666666,41.95666666666666
P0019,W006,68.5,56.17
P0020,W001,33.733333333333334,27.661333333333335
P0020,W002,36.63333333333333,30.039333333333335
P0020,W003,52.833333333333336,43.32333333333334
P0020,W004,38.8,31.816
P0020,W005,48.53333333333333,39.797333333333334
P0020,W006,60.93333333333333,49.965333333333334
P0021,W001,33.43333333333333,27.415333333333333
P0019,W005,45.06666666666667,36.954666666666675
P0021,W002,38.73333333333333,31.76133333333333
P0021,W004,20.6,16.892000000000003
P0021,W005,32.4,26.568
P0021,W006,30.33333333333333,24.87333333333333
P0022,W001,10.2,8.364
P0022,W002,9.4,7.708000000000001
P0022,W003,8.9,7.298000000000001
P0022,W004,7.666666666666667,6.286666666666667
P0022,W005,9.233333333333333,7.5713333333333335
P0021,W003,22.966666666666665,18.832666666666668
P0019,W004,76.73333333333333,62.92133333333334
P0019,W003,27.83333333333333,22.82333333333333
P0019,W002,39.56666666666667,32.44466666666667
P0016,W001,13.466666666666669,11.042666666666669
P0016,W002,10.1,8.282
P0016,W003,10.566666666666666,8.664666666666667
P0016,W004,14.266666666666667,11.698666666666668
P0016,W005,13.866666666666667,11.370666666666668
P0016,W006,14.7,12.054
P0017,W001,11.8,9.676000000000002
P0017,W002,29.633333333333333,24.299333333333333
P0017,W003,25.633333333333333,21.019333333333336
P0017,W004,14.566666666666666,11.944666666666667
P0017,W005,13.866666666666667,11.370666666666668
P0017,W006,17.466666666666665,14.322666666666667
P0018,W001,18.866666666666667,15.470666666666668
P0018,W002,9.333333333333334,7.653333333333334
P0018,W003,12.966666666666669,10.632666666666669
P0018,W004,8.533333333333333,6.997333333333334
P0018,W005,18.3,15.006000000000002
P0018,W006,11.766666666666667,9.648666666666669
P0019,W001,42.2,34.604000000000006
P0022,W006,8.7,7.134
P0015,W006,8.366666666666667,6.860666666666668
P0023,W001,48.1,39.44200000000001
P0023,W003,24.266666666666666,19.898666666666667
P0027,W003,19.866666666666667,16.290666666666667
P0027,W004,15.066666666666666,12.354666666666667
P0027,W005,19.73333333333333,16.18133333333333
P0027,W006,23.566666666666663,19.324666666666666
P0028,W001,10.5,8.610000000000001
P0028,W002,6.433333333333334,5.275333333333334
P0028,W003,11.866666666666667,9.730666666666668
P0028,W004,11.366666666666667,9.320666666666668
P0027,W002,14.766666666666667,12.108666666666668
P0028,W005,12.1,9.922
P0029,W001,32.9,26.978
P0029,W002,39.766666666666666,32.60866666666667
P0029,W003,46.43333333333333,38.07533333333333
P0029,W004,33.06666666666667,27.114666666666672
P0029,W005,61.43333333333333,50.37533333333334
P0029,W006,40.333333333333336,33.07333333333334
P0030,W001,11.266666666666667,9.238666666666669
P0030,W002,25.0,20.5
P0028,W006,8.733333333333333,7.161333333333333
P0027,W001,10.766666666666667,8.828666666666669
P0026,W006,8.2,6.724
P0026,W005,6.266666666666667,5.138666666666667
P0023,W004,53.23333333333333,43.65133333333333
P0023,W005,41.06666666666667,33.674666666666674
P0023,W006,52.16666666666666,42.776666666666664
P0024,W001,28.266666666666666,23.17866666666667
P0024,W002,29.933333333333334,24.545333333333335
P0024,W003,42.2,34.604000000000006
P0024,W004,59.4,48.708000000000006
P0024,W005,39.3,32.226
P0024,W006,51.23333333333333,42.01133333333333
P0025,W001,19.966666666666665,16.372666666666667
P0025,W002,24.966666666666665,20.472666666666665
P0025,W003,41.53333333333333,34.05733333333333
P0025,W004,47.86666666666667,39.25066666666667
P0025,W005,49.93333333333333,40.94533333333333
P0025,W006,19.866666666666667,16.290666666666667
P0026,W001,3.7666666666666666,3.0886666666666667
P0026,W002,5.766666666666667,4.728666666666667
P0026,W003,8.033333333333333,6.5873333333333335
P0026,W004,5.933333333333334,4.865333333333334
P0023,W002,65.2,53.464000000000006
P0030,W003,17.333333333333332,14.213333333333333
P0015,W005,9.1,7.462000000000001
P0015,W003,18.633333333333333,15.279333333333334
P0004,W006,41.06666666666667,33.674666666666674
P0005,W001,5.266666666666667,4.318666666666667
P0005,W002,8.633333333333333,7.0793333333333335
P0005,W003,13.433333333333334,11.015333333333334
P0005,W004,13.766666666666667,11.288666666666668
P0005,W005,7.233333333333333,5.931333333333334
P0005,W006,8.633333333333333,7.0793333333333335
P0006,W001,10.033333333333331,8.227333333333332
P0004,W005,63.93333333333333,52.425333333333334
P0006,W002,13.9,11.398000000000001
P0006,W004,7.166666666666667,5.876666666666667
P0006,W005,15.133333333333333,12.409333333333334
P0006,W006,11.2,9.184
P0007,W001,10.1,8.282
P0007,W002,25.766666666666666,21.128666666666668
P0007,W003,11.066666666666666,9.074666666666667
P0007,W004,25.433333333333334,20.855333333333334
P0007,W005,16.933333333333334,13.885333333333335
P0006,W003,14.866666666666667,12.190666666666669
P0004,W004,49.63333333333333,40.699333333333335
P0004,W003,47.3,38.786
P0004,W002,60.4,49.528000000000006
P0001,W001,10.933333333333334,8.965333333333334
P0001,W002,26.366666666666667,21.62066666666667
P0001,W003,13.266666666666667,10.878666666666668
P0001,W004,23.266666666666666,19.078666666666667
P0001,W005,11.666666666666666,9.566666666666666
P0001,W006,13.033333333333331,10.687333333333333
P0002,W001,28.03333333333333,22.987333333333332
P0002,W002,17.4,14.268
P0002,W003,23.83333333333333,19.54333333333333
P0002,W004,25.433333333333334,20.855333333333334
P0002,W005,23.9,19.598
P0002,W006,24.966666666666665,20.472666666666665
P0003,W001,18.0,14.760000000000002
P0003,W002,16.266666666666666,13.338666666666667
P0003,W003,8.433333333333334,6.915333333333334
P0003,W004,16.066666666666666,13.174666666666667
P0003,W005,16.8,13.776000000000002
P0003,W006,16.1,13.202000000000002
P0004,W001,31.133333333333333,25.529333333333334
P0007,W006,9.433333333333334,7.735333333333334
P0015,W004,22.466666666666665,18.422666666666668
P0008,W001,18.8,15.416000000000002
P0008,W003,25.266666666666666,20.718666666666667
P0012,W003,15.366666666666667,12.600666666666667
P0012,W004,17.233333333333334,14.131333333333336
P0012,W005,17.0,13.940000000000001
P0012,W006,16.133333333333333,13.229333333333335
P0013,W001,25.73333333333333,21.101333333333333
P0013,W002,48.03333333333333,39.38733333333334
P0013,W003,44.03333333333333,36.10733333333334
P0013,W004,60.66666666666666,49.74666666666666
P0012,W002,18.933333333333334,15.525333333333334
P0013,W005,29.7,24.354000000000003
P0014,W001,21.2,17.384
P0014,W002,15.733333333333333,12.901333333333334
P0014,W003,26.23333333333333,21.511333333333333
P0014,W004,30.966666666666665,25.392666666666667
P0014,W005,33.733333333333334,27.661333333333335
P0014,W006,15.1,12.382000000000001
P0015,W001,8.3,6.806000000000001
P0015,W002,16.9,13.858
P0013,W006,22.866666666666667,18.750666666666667
P0012,W001,19.566666666666663,16.044666666666664
P0011,W006,22.3,18.286
P0011,W005,10.8,8.856000000000002
P0008,W004,21.8,17.876
P0008,W005,23.8,19.516000000000002
P0008,W006,45.63333333333333,37.419333333333334
P0009,W001,10.133333333333333,8.309333333333333
P0009,W002,14.733333333333333,12.081333333333333
P0009,W003,20.133333333333333,16.509333333333334
P0009,W004,22.766666666666666,18.668666666666667
P0009,W005,26.566666666666663,21.784666666666666
P0009,W006,12.833333333333334,10.523333333333335
P0010,W001,62.63333333333333,51.35933333333334
P0010,W002,30.133333333333333,24.709333333333333
P0010,W003,66.26666666666667,54.33866666666667
P0010,W004,44.1,36.162000000000006
P0010,W005,56.93333333333333,46.68533333333333
P0010,W006,60.96666666666667,49.99266666666667
P0011,W001,12.066666666666666,9.894666666666668
P0011,W002,11.266666666666667,9.238666666666669
P0011,W003,25.433333333333334,20.855333333333334
P0011,W004,11.1,9.102
P0008,W002,40.36666666666667,33.10066666666667
P0060,W005,33.666666666666664,27.606666666666666
P0030,W004,10.466666666666669,8.582666666666668
P0031,W001,55.43333333333333,45.455333333333336
P0050,W001,71.46666666666667,58.60266666666667
P0050,W002,40.46666666666667,33.18266666666667
P0050,W003,40.73333333333333,33.40133333333333
P0050,W004,54.73333333333333,44.88133333333333
P0050,W005,34.03333333333333,27.907333333333334
P0050,W006,54.2,44.444
P0051,W001,30.3,24.846000000000004
P0051,W002,18.33333333333333,15.033333333333331
P0049,W006,20.9,17.138
P0051,W003,46.93333333333333,38.48533333333334
P0051,W005,25.933333333333334,21.265333333333334
P0051,W006,29.1,23.862000000000002
P0052,W001,36.96666666666667,30.312666666666672
P0052,W002,39.833333333333336,32.66333333333334
P0052,W003,34.9,28.618000000000002
P0052,W004,46.4,38.048
P0052,W005,20.466666666666665,16.782666666666668
P0052,W006,47.1,38.62200000000001
P0051,W004,43.56666666666667,35.72466666666667
P0049,W005,25.766666666666666,21.128666666666668
P0049,W004,24.6,20.172000000000004
P0049,W003,30.83333333333333,25.28333333333333
P0046,W002,34.666666666666664,28.426666666666666
P0046,W003,28.466666666666665,23.342666666666666
P0046,W004,17.3,14.186000000000002
P0046,W005,29.766666666666666,24.40866666666667
P0046,W006,23.133333333333333,18.969333333333335
P0047,W001,23.633333333333333,19.379333333333335
P0047,W002,22.566666666666663,18.504666666666665
P0047,W003,16.033333333333335,13.147333333333336
P0047,W004,30.433333333333334,24.955333333333336
P0047,W005,37.46666666666667,30.72266666666667
P0047,W006,15.333333333333334,12.573333333333334
P0048,W001,34.166666666666664,28.016666666666666
P0048,W002,68.9,56.49800000000001
P0048,W003,33.36666666666667,27.36066666666667
P0048,W004,36.266666666666666,29.738666666666667
P0048,W005,53.23333333333333,43.65133333333333
P0048,W006,38.766666666666666,31.788666666666668
P0049,W001,36.06666666666667,29.574666666666673
P0049,W002,22.4,18.368
P0053,W001,18.53333333333333,15.197333333333333
P0046,W001,18.766666666666666,15.388666666666667
P0053,W002,13.633333333333333,11.179333333333334
P0053,W004,12.4,10.168000000000001
P0057,W004,58.73333333333333,48.16133333333333
P0057,W005,24.066666666666663,19.734666666666666
P0057,W006,41.66666666666666,34.166666666666664
P0058,W001,58.3,47.806000000000004
P0058,W002,56.333333333333336,46.19333333333334
P0058,W003,31.3,25.666000000000004
P0058,W004,47.6,39.032000000000004
P0058,W005,42.266666666666666,34.65866666666667
P0057,W003,28.133333333333333,23.069333333333336
P0058,W006,49.833333333333336,40.86333333333334
P0059,W002,22.166666666666668,18.17666666666667
P0059,W003,16.266666666666666,13.338666666666667
P0059,W004,19.966666666666665,16.372666666666667
P0059,W005,31.633333333333333,25.939333333333334
P0059,W006,13.766666666666667,11.288666666666668
P0060,W001,26.53333333333333,21.757333333333335
P0060,W002,30.966666666666665,25.392666666666667
P0060,W003,31.23333333333333,25.611333333333334
P0059,W001,26.866666666666667,22.03066666666667
P0057,W002,32.03333333333333,26.267333333333333
P0057,W001,62.333333333333336,51.11333333333334
P0056,W006,19.266666666666666,15.798666666666668
P0053,W005,11.5,9.430000000000001
P0053,W006,21.366666666666667,17.520666666666667
P0054,W001,39.93333333333333,32.745333333333335
P0054,W002,74.23333333333333,60.87133333333334
P0054,W003,25.433333333333334,20.855333333333334
P0054,W004,66.7,54.69400000000001
P0054,W005,43.86666666666667,35.970666666666666
P0054,W006,66.36666666666666,54.42066666666666
P0055,W001,57.73333333333333,47.34133333333333
P0055,W002,33.56666666666667,27.524666666666672
P0055,W003,34.666666666666664,28.426666666666666
P0055,W004,51.16666666666666,41.95666666666666
P0055,W005,59.266666666666666,48.59866666666667
P0055,W006,42.7,35.014
P0056,W001,27.866666666666667,22.85066666666667
P0056,W002,23.466666666666665,19.24266666666667
P0056,W003,14.6,11.972000000000001
P0056,W004,18.0,14.760000000000002
P0056,W005,35.833333333333336,29.383333333333336
P0053,W003,10.433333333333334,8.555333333333333
P0030,W005,12.7,10.414
P0045,W006,50.63333333333333,41.519333333333336
P0045,W004,43.73333333333333,35.861333333333334
P0035,W001,7.8,6.396
P0035,W002,6.233333333333333,5.1113333333333335
P0035,W003,8.9,7.298000000000001
P0035,W004,9.4,7.708000000000001
P0035,W005,5.4,4.428000000000001
P0035,W006,12.1,9.922
P0036,W001,13.233333333333333,10.851333333333333
P0036,W002,17.3,14.186000000000002
P0034,W006,8.0,6.5600000000000005
P0036,W003,20.7,16.974
P0036,W005,13.666666666666666,11.206666666666667
P0036,W006,30.73333333333333,25.201333333333334
P0037,W001,37.43333333333333,30.695333333333334
P0037,W002,36.86666666666667,30.230666666666668
P0037,W003,28.866666666666667,23.67066666666667
P0037,W004,34.56666666666667,28.344666666666672
P0037,W005,19.7,16.154
P0037,W006,14.266666666666667,11.698666666666668
P0036,W004,32.766666666666666,26.86866666666667
P0034,W005,7.866666666666666,6.450666666666667
P0034,W004,7.0,5.74
P0034,W003,3.866666666666666,3.170666666666666
P0031,W002,58.8,48.216
P0031,W003,43.833333333333336,35.943333333333335
P0031,W004,43.3,35.506
P0031,W005,63.16666666666666,51.79666666666666
P0031,W006,35.36666666666667,29.000666666666667
P0032,W001,19.666666666666668,16.12666666666667
P0032,W002,28.133333333333333,23.069333333333336
P0032,W003,18.266666666666666,14.978666666666667
P0032,W004,29.8,24.436000000000003
P0032,W005,30.7,25.174000000000003
P0032,W006,15.4,12.628000000000002
P0033,W001,26.133333333333333,21.429333333333336
P0033,W002,48.2,39.52400000000001
P0033,W003,43.266666666666666,35.47866666666667
P0033,W004,48.766666666666666,39.98866666666667
P0033,W005,45.36666666666667,37.20066666666667
P0033,W006,56.36666666666667,46.22066666666667
P0034,W001,11.266666666666667,9.238666666666669
P0034,W002,4.533333333333333,3.7173333333333334
P0038,W001,20.83333333333333,17.083333333333332
P0045,W005,59.0,48.38
P0038,W002,27.633333333333333,22.659333333333336
P0038,W004,26.2,21.484
P0042,W004,35.63333333333333,29.219333333333335
P0042,W005,34.0,27.880000000000003
P0042,W006,42.6,34.932
P0043,W001,30.466666666666665,24.982666666666667
P0043,W002,40.66666666666666,33.346666666666664
P0043,W003,32.93333333333333,27.005333333333333
P0043,W004,29.266666666666666,23.99866666666667
P0043,W005,27.4,22.468
P0042,W003,28.766666666666666,23.58866666666667
P0043,W006,20.2,16.564
P0044,W002,6.166666666666667,5.0566666666666675
P0044,W003,8.633333333333333,7.0793333333333335
P0044,W004,6.766666666666667,5.548666666666667
P0044,W005,10.366666666666667,8.500666666666667
P0044,W006,6.533333333333333,5.357333333333334
P0045,W001,56.36666666666667,46.22066666666667
P0045,W002,27.1,22.222
P0045,W003,25.2,20.664
P0044,W001,9.7,7.954
P0042,W002,30.33333333333333,24.87333333333333
P0042,W001,18.8,15.416000000000002
P0041,W006,35.53333333333333,29.137333333333334
P0038,W005,29.03333333333333,23.807333333333332
P0038,W006,35.13333333333333,28.809333333333335
P0039,W001,44.56666666666667,36.54466666666667
P0039,W002,32.86666666666667,26.95066666666667
P0039,W003,32.833333333333336,26.923333333333336
P0039,W004,35.833333333333336,29.383333333333336
P0039,W005,53.03333333333333,43.48733333333333
P0039,W006,36.7,30.094000000000005
P0040,W001,61.36666666666667,50.32066666666667
P0040,W002,24.2,19.844
P0040,W003,25.4,20.828
P0040,W004,34.96666666666667,28.67266666666667
P0040,W005,44.73333333333333,36.68133333333333
P0040,W006,51.06666666666667,41.87466666666667
P0041,W001,37.833333333333336,31.023333333333337
P0041,W002,34.666666666666664,28.426666666666666
P0041,W003,23.8,19.516000000000002
P0041,W004,19.03333333333333,15.607333333333333
P0041,W005,25.866666666666667,21.21066666666667
P0038,W003,31.266666666666666,25.63866666666667
P0060,W006,51.0,41.82
