product_id,warehouse_id,current_stock,holiday_daily_demand,stock_after_holiday,will_stock_out
P0030,W006,691,50.6,438.0,False
P0060,W004,156,112.56666666666665,-406.83333333333326,True
P0019,W006,472,150.70000000000002,-281.5000000000001,True
P0020,W001,106,74.21333333333334,-265.0666666666667,True
P0020,W002,325,80.59333333333333,-77.9666666666667,True
P0020,W003,845,116.23333333333335,263.83333333333326,False
P0020,W004,224,85.36,-202.8,True
P0020,W005,1401,106.77333333333334,867.1333333333333,False
P0020,W006,841,134.05333333333334,170.73333333333335,False
P0021,W001,123,73.55333333333333,-244.76666666666665,True
P0019,W005,3814,99.14666666666668,3318.2666666666664,False
P0021,W002,530,85.21333333333332,103.9333333333334,False
P0021,W004,732,45.32000000000001,505.4,False
P0021,W005,1671,71.28,1314.6,False
P0021,W006,253,66.73333333333333,-80.66666666666669,True
P0022,W001,500,22.44,387.8,False
P0022,W002,145,20.680000000000003,41.59999999999998,False
P0022,W003,159,19.580000000000002,61.099999999999994,False
P0022,W004,452,16.866666666666667,367.66666666666663,False
P0022,W005,509,20.313333333333333,407.43333333333334,False
P0021,W003,470,50.526666666666664,217.36666666666667,False
P0019,W004,169,168.81333333333336,-675.0666666666668,True
P0019,W003,526,61.23333333333333,219.83333333333337,False
P0019,W002,140,87.04666666666668,-295.2333333333334,True
P0016,W001,198,29.626666666666672,49.866666666666646,False
P0016,W002,1021,22.220000000000002,909.9,False
P0016,W003,731,23.24666666666667,614.7666666666667,False
P0016,W004,205,31.38666666666667,48.06666666666666,False
P0016,W005,554,30.50666666666667,401.46666666666664,False
P0016,W006,546,32.34,384.29999999999995,False
P0017,W001,247,25.960000000000004,117.19999999999999,False
P0017,W002,132,65.19333333333334,-193.9666666666667,True
P0017,W003,331,56.39333333333334,49.0333333333333,False
P0017,W004,42,32.04666666666667,-118.23333333333335,True
P0017,W005,884,30.50666666666667,731.4666666666667,False
P0017,W006,485,38.42666666666667,292.8666666666667,False
P0018,W001,623,41.50666666666667,415.4666666666667,False
P0018,W002,171,20.533333333333335,68.33333333333333,False
P0018,W003,357,28.526666666666674,214.36666666666662,False
P0018,W004,506,18.773333333333333,412.1333333333333,False
P0018,W005,331,40.260000000000005,129.7,False
P0018,W006,160,25.88666666666667,30.566666666666663,False
P0019,W001,326,92.84000000000002,-138.2000000000001,True
P0022,W006,662,19.14,566.3,False
P0015,W006,324,18.40666666666667,231.96666666666664,False
P0023,W001,176,105.82000000000001,-353.1,True
P0023,W003,304,53.38666666666667,37.06666666666666,False
P0027,W003,256,43.70666666666667,37.46666666666664,False
P0027,W004,698,33.14666666666667,532.2666666666667,False
P0027,W005,215,43.413333333333334,-2.066666666666663,True
P0027,W006,305,51.846666666666664,45.76666666666665,False
P0028,W001,470,23.1,354.5,False
P0028,W002,194,14.153333333333334,123.23333333333333,False
P0028,W003,495,26.10666666666667,364.46666666666664,False
P0028,W004,228,25.00666666666667,102.96666666666664,False
P0027,W002,181,32.48666666666667,18.566666666666634,False
P0028,W005,1125,26.62,991.9,False
P0029,W001,277,72.38000000000001,-84.90000000000003,True
P0029,W002,93,87.48666666666666,-344.43333333333334,True
P0029,W003,653,102.15333333333334,142.23333333333335,False
P0029,W004,328,72.74666666666668,-35.733333333333405,True
P0029,W005,1210,135.15333333333334,534.2333333333333,False
P0029,W006,443,88.73333333333335,-0.6666666666667425,True
P0030,W001,252,24.78666666666667,128.06666666666666,False
P0030,W002,1052,55.00000000000001,777.0,False
P0028,W006,489,19.213333333333335,392.93333333333334,False
P0027,W001,510,23.68666666666667,391.56666666666666,False
P0026,W006,98,18.04,7.800000000000011,False
P0026,W005,980,13.786666666666667,911.0666666666666,False
P0023,W004,365,117.11333333333333,-220.5666666666666,True
P0023,W005,1855,90.34666666666668,1403.2666666666667,False
P0023,W006,645,114.76666666666665,71.16666666666674,False
P0024,W001,427,62.18666666666667,116.06666666666666,False
P0024,W002,475,65.85333333333334,145.7333333333333,False
P0024,W003,522,92.84000000000002,57.7999999999999,False
P0024,W004,413,130.68,-240.4000000000001,True
P0024,W005,369,86.46,-63.299999999999955,True
P0024,W006,687,112.71333333333332,123.4333333333334,False
P0025,W001,45,43.92666666666667,-174.63333333333335,True
P0025,W002,775,54.92666666666667,500.3666666666667,False
P0025,W003,102,91.37333333333333,-354.8666666666667,True
P0025,W004,336,105.30666666666667,-190.5333333333333,True
P0025,W005,409,109.85333333333334,-140.26666666666665,True
P0025,W006,497,43.70666666666667,278.46666666666664,False
P0026,W001,212,8.286666666666667,170.56666666666666,False
P0026,W002,871,12.686666666666667,807.5666666666666,False
P0026,W003,329,17.673333333333336,240.63333333333333,False
P0026,W004,132,13.053333333333335,66.73333333333332,False
P0023,W002,418,143.44000000000003,-299.20000000000016,True
P0030,W003,398,38.13333333333333,207.33333333333334,False
P0015,W005,1292,20.02,1191.9,False
P0015,W003,394,40.99333333333333,189.03333333333333,False
P0004,W006,577,90.34666666666668,125.2666666666666,False
P0005,W001,193,11.586666666666668,135.06666666666666,False
P0005,W002,434,18.993333333333332,339.0333333333333,False
P0005,W003,640,29.553333333333335,492.23333333333335,False
P0005,W004,118,30.286666666666672,-33.433333333333366,True
P0005,W005,723,15.913333333333334,643.4333333333334,False
P0005,W006,234,18.993333333333332,139.03333333333333,False
P0006,W001,654,22.07333333333333,543.6333333333333,False
P0004,W005,1802,140.65333333333334,1098.7333333333333,False
P0006,W002,652,30.580000000000002,499.1,False
P0006,W004,173,15.76666666666667,94.16666666666666,False
P0006,W005,344,33.29333333333334,177.5333333333333,False
P0006,W006,515,24.64,391.8,False
P0007,W001,282,22.220000000000002,170.89999999999998,False
P0007,W002,645,56.68666666666667,361.56666666666666,False
P0007,W003,748,24.346666666666668,626.2666666666667,False
P0007,W004,531,55.95333333333334,251.2333333333333,False
P0007,W005,564,37.25333333333334,377.73333333333335,False
P0006,W003,735,32.70666666666667,571.4666666666667,False
P0004,W004,130,109.19333333333334,-415.9666666666667,True
P0004,W003,363,104.06,-157.29999999999995,True
P0004,W002,323,132.88,-341.4,True
P0001,W001,404,24.053333333333335,283.73333333333335,False
P0001,W002,95,58.006666666666675,-195.03333333333336,True
P0001,W003,175,29.18666666666667,29.066666666666634,False
P0001,W004,358,51.18666666666667,102.06666666666666,False
P0001,W005,731,25.666666666666668,602.6666666666666,False
P0001,W006,442,28.673333333333332,298.6333333333333,False
P0002,W001,98,61.67333333333333,-210.36666666666667,True
P0002,W002,396,38.28,204.6,False
P0002,W003,540,52.43333333333333,277.83333333333337,False
P0002,W004,45,55.95333333333334,-234.7666666666667,True
P0002,W005,466,52.58,203.10000000000002,False
P0002,W006,1097,54.92666666666667,822.3666666666667,False
P0003,W001,376,39.6,178.0,False
P0003,W002,248,35.78666666666667,69.06666666666666,False
P0003,W003,819,18.553333333333335,726.2333333333333,False
P0003,W004,278,35.34666666666667,101.26666666666665,False
P0003,W005,1660,36.96000000000001,1475.2,False
P0003,W006,454,35.42000000000001,276.9,False
P0004,W001,146,68.49333333333334,-196.4666666666667,True
P0007,W006,1056,20.753333333333334,952.2333333333333,False
P0015,W004,68,49.42666666666667,-179.13333333333335,True
P0008,W001,112,41.36000000000001,-94.80000000000004,True
P0008,W003,195,55.586666666666666,-82.93333333333334,True
P0012,W003,252,33.80666666666667,82.96666666666664,False
P0012,W004,121,37.91333333333334,-68.56666666666672,True
P0012,W005,112,37.400000000000006,-75.00000000000003,True
P0012,W006,1166,35.49333333333333,988.5333333333333,False
P0013,W001,279,56.61333333333333,-4.066666666666663,True
P0013,W002,659,105.67333333333333,130.63333333333333,False
P0013,W003,174,96.87333333333333,-310.3666666666667,True
P0013,W004,334,133.46666666666667,-333.33333333333337,True
P0012,W002,1255,41.653333333333336,1046.7333333333333,False
