product_id,warehouse_id,current_stock,surged_daily_demand,stock_after_surge,days_until_stockout,will_stock_out
P0030,W006,691,46.0,369.0,15.021739130434783,False
P0060,W004,156,102.33333333333331,-560.3333333333333,1.5244299674267103,True
P0019,W006,472,137.0,-487.0,3.4452554744525545,True
P0020,W001,106,67.46666666666667,-366.26666666666665,1.5711462450592886,True
P0020,W002,325,73.26666666666667,-187.86666666666667,4.435850773430391,True
P0020,W003,845,105.66666666666667,105.33333333333326,7.996845425867508,False
P0020,W004,224,77.6,-319.19999999999993,2.8865979381443303,True
P0020,W005,1401,97.06666666666666,721.5333333333333,14.433379120879122,False
P0020,W006,841,121.86666666666666,-12.066666666666606,6.900984682713348,True
P0021,W001,123,66.86666666666666,-345.0666666666666,1.8394815553339983,True
P0019,W005,3814,90.13333333333334,3183.0666666666666,42.315088757396445,False
P0021,W002,530,77.46666666666665,-12.266666666666538,6.8416523235800355,True
P0021,W004,732,41.2,443.59999999999997,17.766990291262136,False
P0021,W005,1671,64.8,1217.4,25.787037037037038,False
P0021,W006,253,60.66666666666666,-171.66666666666663,4.170329670329671,True
P0022,W001,500,20.4,357.20000000000005,24.50980392156863,False
P0022,W002,145,18.8,13.400000000000006,7.712765957446808,False
P0022,W003,159,17.8,34.39999999999999,8.932584269662922,False
P0022,W004,452,15.333333333333334,344.66666666666663,29.478260869565215,False
P0022,W005,509,18.466666666666665,379.73333333333335,27.56317689530686,False
P0021,W003,470,45.93333333333333,148.4666666666667,10.232220609579102,False
P0019,W004,169,153.46666666666667,-905.2666666666667,1.1012163336229366,True
P0019,W003,526,55.66666666666666,136.33333333333337,9.449101796407188,False
P0019,W002,140,79.13333333333334,-413.9333333333334,1.7691659646166806,True
P0016,W001,198,26.933333333333337,9.46666666666664,7.3514851485148505,False
P0016,W002,1021,20.2,879.6,50.54455445544555,False
P0016,W003,731,21.133333333333333,583.0666666666666,34.58990536277603,False
P0016,W004,205,28.533333333333335,5.2666666666666515,7.184579439252336,False
P0016,W005,554,27.733333333333334,359.8666666666667,19.975961538461537,False
P0016,W006,546,29.4,340.20000000000005,18.571428571428573,False
P0017,W001,247,23.6,81.79999999999998,10.466101694915254,False
P0017,W002,132,59.266666666666666,-282.8666666666667,2.2272215973003373,True
P0017,W003,331,51.266666666666666,-27.866666666666674,6.456436931079324,True
P0017,W004,42,29.133333333333333,-161.93333333333334,1.4416475972540046,True
P0017,W005,884,27.733333333333334,689.8666666666667,31.875,False
P0017,W006,485,34.93333333333333,240.4666666666667,13.883587786259543,False
P0018,W001,623,37.733333333333334,358.8666666666667,16.51060070671378,False
P0018,W002,171,18.666666666666668,40.333333333333314,9.160714285714285,False
P0018,W003,357,25.933333333333337,175.46666666666664,13.766066838046271,False
P0018,W004,506,17.066666666666666,386.5333333333333,29.6484375,False
P0018,W005,331,36.6,74.80000000000001,9.043715846994536,False
P0018,W006,160,23.533333333333335,-4.7333333333333485,6.7988668555240785,True
P0019,W001,326,84.4,-264.80000000000007,3.862559241706161,True
P0022,W006,662,17.4,540.2,38.04597701149426,False
P0015,W006,324,16.733333333333334,206.86666666666667,19.362549800796813,False
P0023,W001,176,96.2,-497.4,1.8295218295218294,True
P0023,W003,304,48.53333333333333,-35.73333333333335,6.263736263736264,True
P0027,W003,256,39.733333333333334,-22.133333333333326,6.442953020134228,True
P0027,W004,698,30.133333333333333,487.06666666666666,23.163716814159294,False
P0027,W005,215,39.46666666666666,-61.26666666666665,5.447635135135136,True
P0027,W006,305,47.133333333333326,-24.93333333333328,6.471004243281472,True
P0028,W001,470,21.0,323.0,22.38095238095238,False
P0028,W002,194,12.866666666666667,103.93333333333334,15.077720207253886,False
P0028,W003,495,23.733333333333334,328.8666666666667,20.856741573033705,False
P0028,W004,228,22.733333333333334,68.86666666666667,10.029325513196481,False
P0027,W002,181,29.533333333333335,-25.73333333333335,6.128668171557562,True
P0028,W005,1125,24.2,955.6,46.48760330578513,False
P0029,W001,277,65.8,-183.59999999999997,4.209726443768997,True
P0029,W002,93,79.53333333333333,-463.73333333333335,1.1693210393964795,True
P0029,W003,653,92.86666666666666,2.933333333333394,7.031586503948313,False
P0029,W004,328,66.13333333333334,-134.9333333333334,4.959677419354838,True
P0029,W005,1210,122.86666666666666,349.9333333333334,9.848073792729247,False
P0029,W006,443,80.66666666666667,-121.66666666666674,5.491735537190082,True
P0030,W001,252,22.533333333333335,94.26666666666665,11.18343195266272,False
P0030,W002,1052,50.0,702.0,21.04,False
P0028,W006,489,17.466666666666665,366.73333333333335,27.996183206106874,False
P0027,W001,510,21.533333333333335,359.26666666666665,23.684210526315788,False
P0026,W006,98,16.4,-16.799999999999983,5.975609756097562,True
P0026,W005,980,12.533333333333333,892.2666666666667,78.19148936170212,False
P0023,W004,365,106.46666666666665,-380.26666666666654,3.428303068252975,True
P0023,W005,1855,82.13333333333334,1280.0666666666666,22.58522727272727,False
P0023,W006,645,104.33333333333331,-85.33333333333326,6.182108626198084,True
P0024,W001,427,56.53333333333333,31.26666666666665,7.553066037735849,False
P0024,W002,475,59.86666666666667,55.93333333333334,7.934298440979956,False
P0024,W003,522,84.4,-68.80000000000007,6.184834123222749,True
P0024,W004,413,118.8,-418.6,3.4764309764309766,True
P0024,W005,369,78.6,-181.19999999999993,4.694656488549619,True
P0024,W006,687,102.46666666666665,-30.266666666666538,6.704619388418999,True
P0025,W001,45,39.93333333333333,-234.5333333333333,1.1268781302170285,True
P0025,W002,775,49.93333333333333,425.4666666666667,15.520694259012018,False
P0025,W003,102,83.06666666666666,-479.4666666666667,1.2279293739967898,True
P0025,W004,336,95.73333333333333,-334.1333333333333,3.5097493036211698,True
P0025,W005,409,99.86666666666666,-290.0666666666666,4.095460614152203,True
P0025,W006,497,39.733333333333334,218.86666666666667,12.508389261744966,False
P0026,W001,212,7.533333333333333,159.26666666666665,28.141592920353983,False
P0026,W002,871,11.533333333333333,790.2666666666667,75.52023121387283,False
P0026,W003,329,16.066666666666666,216.53333333333333,20.477178423236516,False
P0026,W004,132,11.866666666666667,48.93333333333334,11.123595505617978,False
P0023,W002,418,130.4,-494.80000000000007,3.205521472392638,True
P0030,W003,398,34.666666666666664,155.33333333333334,11.480769230769232,False
P0015,W005,1292,18.2,1164.6,70.98901098901099,False
P0015,W003,394,37.266666666666666,133.13333333333333,10.572450805008945,False
P0004,W006,577,82.13333333333334,2.066666666666606,7.025162337662337,False
P0005,W001,193,10.533333333333333,119.26666666666667,18.32278481012658,False
P0005,W002,434,17.266666666666666,313.1333333333333,25.135135135135137,False
